tick,x,turbo,switch,a,v,dir,rad,piece_no,schedule_time,initial_schedule_safe,nodes_visited,leafs_visited,unsafe_cuts,ub_cuts,solution_improvements,schedule,predicted_angles,0_throttle_predictions
487,1,0,1,1.3,9.4,0,0,1,4.3,1,2596,0,1657,788,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 0 0 0 0 ,1.2 1.2 1.1 0.99 0.9 0.81 0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.75 2.6 5.1 8.1 11 15 19 22 26 30 34 38 41 45 48 51 53 55 ,1.2 1.2 1.1 0.99 0.9 0.81 0.73 0.64 0.56 0.48 0.4 0.33 0.26 0.19 0.13 0.078 0.029 -0.017 -0.057 -0.093 -0.12 -0.15 -0.18 -0.2 -0.21 -0.23 -0.24 -0.24 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.24 -0.23 -0.23 -0.22 -0.21 -0.2 -0.2 -0.19 -0.18 -0.17 
488,1,0,1,1.2,9.4,0,0,1,3.3,1,2776,0,1903,772,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 0 0 0 0 0 ,1.2 1.1 0.99 0.9 0.81 0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.75 2.6 5.1 8.1 11 15 19 22 26 30 34 38 41 45 48 51 53 55 57 ,1.2 1.1 0.99 0.9 0.81 0.72 0.63 0.55 0.47 0.39 0.32 0.25 0.18 0.12 0.067 0.017 -0.028 -0.069 -0.1 -0.14 -0.16 -0.19 -0.21 -0.22 -0.24 -0.25 -0.25 -0.26 -0.26 -0.26 -0.26 -0.26 -0.25 -0.25 -0.24 -0.24 -0.23 -0.22 -0.21 -0.2 -0.19 -0.19 -0.18 -0.17 -0.16 
489,1,0,1,1.2,9.4,0,0,1,4.1,1,2914,0,2048,773,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 0 0 0 0 0 0.1 ,1.1 0.99 0.9 0.81 0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.75 2.6 5.1 8.1 11 15 19 22 26 30 34 38 41 45 48 51 53 55 57 58 ,1.1 0.99 0.9 0.81 0.72 0.63 0.54 0.46 0.38 0.31 0.24 0.17 0.11 0.057 0.007 -0.038 -0.079 -0.11 -0.15 -0.17 -0.2 -0.22 -0.23 -0.24 -0.25 -0.26 -0.26 -0.27 -0.27 -0.26 -0.26 -0.26 -0.25 -0.24 -0.24 -0.23 -0.22 -0.21 -0.2 -0.19 -0.18 -0.18 -0.17 -0.16 -0.15 
490,1,0,1,1.1,9.4,0,0,1,3.6,1,3008,0,2187,758,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 0 0 0 0 0 0.1 0 ,0.99 0.9 0.81 0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.75 2.6 5.1 8.1 11 15 19 22 26 30 34 38 41 45 48 51 53 55 57 58 59 ,0.99 0.9 0.81 0.72 0.63 0.54 0.46 0.38 0.3 0.23 0.17 0.1 0.049 -0.0017 -0.047 -0.088 -0.12 -0.15 -0.18 -0.2 -0.22 -0.24 -0.25 -0.26 -0.27 -0.27 -0.27 -0.27 -0.27 -0.26 -0.26 -0.25 -0.25 -0.24 -0.23 -0.22 -0.21 -0.2 -0.19 -0.18 -0.17 -0.16 -0.15 -0.14 -0.14 
491,1,0,1,0.99,9.4,0,0,1,3,1,3045,0,2279,715,0,1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 0 0 0 0 0 0.1 0 0 ,0.9 0.81 0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.75 2.6 5.1 8.1 11 15 19 22 26 30 34 38 41 45 48 51 53 55 57 58 59 60 ,0.9 0.81 0.71 0.63 0.54 0.45 0.37 0.3 0.23 0.16 0.098 0.042 -0.0089 -0.055 -0.095 -0.13 -0.16 -0.19 -0.21 -0.23 -0.24 -0.26 -0.26 -0.27 -0.27 -0.27 -0.27 -0.27 -0.27 -0.26 -0.25 -0.25 -0.24 -0.23 -0.22 -0.21 -0.2 -0.19 -0.18 -0.17 -0.16 -0.15 -0.14 -0.13 -0.12 
492,1,0,1,0.9,9.5,0,0,2,2.7,1,2921,3,2237,645,3,1 0.1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0 1 1 1 ,0.81 0.71 0.62 0.54 0.45 0.37 0.29 0.22 0.15 0.082 0.024 -0.029 -0.076 -0.12 -0.15 -0.18 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.9 3 5.9 9.3 13 17 21 26 30 34 37 41 44 47 49 51 53 55 57 58 59 59 60 ,0.81 0.71 0.62 0.54 0.45 0.37 0.29 0.22 0.15 0.093 0.036 -0.015 -0.061 -0.1 -0.14 -0.17 -0.2 -0.22 -0.24 -0.25 -0.26 -0.27 -0.27 -0.28 -0.28 -0.28 -0.27 -0.25 -0.23 -0.21 -0.19 -0.17 -0.15 -0.13 -0.11 -0.096 -0.081 -0.067 -0.055 -0.043 -0.032 -0.022 -0.013 -0.0051 0.0023 
493,1,0,1,0.81,9.5,0,0,2,2.5,1,2554,2,1989,554,2,1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 1 1 1 1 1 1 1 1 0 0 1 ,0.71 0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 51 52 54 55 56 57 58 59 ,0.71 0.62 0.54 0.45 0.37 0.29 0.22 0.15 0.089 0.032 -0.02 -0.066 -0.11 -0.14 -0.17 -0.2 -0.22 -0.24 -0.26 -0.27 -0.27 -0.28 -0.28 -0.28 -0.28 -0.18 -0.041 0.11 0.24 0.36 0.46 0.55 0.63 0.7 0.75 0.8 0.84 0.86 0.88 0.9 0.91 0.91 0.91 0.9 0.89 
494,1,0,1,0.71,9.5,0,0,2,3,1,2311,0,1831,478,0,1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 1 1 1 1 1 1 1 1 0 0 1 0 ,0.62 0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 51 52 54 55 56 57 58 59 59 ,0.62 0.54 0.45 0.37 0.29 0.22 0.15 0.086 0.028 -0.024 -0.07 -0.11 -0.15 -0.18 -0.2 -0.23 -0.24 -0.26 -0.27 -0.28 -0.28 -0.28 -0.28 -0.28 -0.14 0.076 0.33 0.58 0.79 0.99 1.2 1.3 1.4 1.5 1.6 1.7 1.7 1.7 1.8 1.8 1.8 1.8 1.7 1.7 1.7 
495,1,0,1,0.62,9.5,0,0,2,3.8,1,2079,0,1667,407,0,1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 1 1 1 1 1 1 1 1 0 0 1 0 0 ,0.53 0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 51 52 54 55 56 57 58 59 59 60 ,0.53 0.45 0.37 0.29 0.21 0.15 0.083 0.026 -0.026 -0.073 -0.11 -0.15 -0.18 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 -0.28 -0.28 -0.28 -0.06 0.32 0.79 1.3 1.8 2.3 2.7 3.1 3.4 3.6 3.8 4 4.1 4.2 4.2 4.2 4.2 4.2 4.2 4.1 4 3.9 3.8 
496,1,0,1,0.53,9.5,0,0,2,2.9,1,1866,0,1538,324,0,1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 1 1 1 1 1 1 1 1 0 0 1 0 0 0.3 ,0.45 0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 51 52 54 55 56 57 58 59 59 60 60 ,0.45 0.37 0.29 0.21 0.15 0.082 0.024 -0.029 -0.075 -0.12 -0.15 -0.18 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 -0.28 -0.29 -0.28 -0.011 0.46 1.1 1.7 2.4 3.1 3.7 4.2 4.6 5 5.3 5.5 5.7 5.8 5.9 5.9 6 5.9 5.9 5.8 5.7 5.5 5.4 5.3 
497,1,0,1,0.45,9.5,0,0,2,2,1,1631,0,1374,257,0,1 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 1 1 1 1 1 1 1 1 0 0 1 0 0 0.3 1 ,0.37 0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 51 52 54 55 56 57 58 59 59 60 60 60 ,0.37 0.29 0.21 0.14 0.081 0.023 -0.03 -0.077 -0.12 -0.15 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 -0.28 -0.29 0.091 0.75 1.6 2.6 3.7 4.7 5.7 6.7 7.5 8.2 8.8 9.2 9.6 9.9 10 10 10 10 10 9.9 9.7 9.5 9.3 9.1 8.8 8.5 
498,1,0,1,0.37,9.5,0,0,2,1.5,1,1456,4,1247,195,4,1 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 ,0.29 0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 ,0.29 0.21 0.14 0.08 0.022 -0.031 -0.078 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.27 -0.28 -0.28 -0.28 -0.29 0.15 0.92 1.9 3.1 4.4 5.6 6.9 8.1 9.1 10 11 11 12 12 13 13 13 13 13 13 12 12 12 11 11 11 10 
499,0,0,1,0.29,9.5,0,0,2,3.6,1,1255,0,1134,122,0,0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 ,0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 ,0.21 0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.24 -0.25 -0.27 -0.28 -0.28 -0.28 0.27 1.3 2.6 4.1 5.8 7.6 9.3 11 13 14 15 16 17 18 18 19 19 19 19 19 18 18 18 17 17 16 16 15 14 
500,1,0,1,0.21,9.3,0,0,2,1.2,1,1200,0,1069,132,0,1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 0 ,0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 60 ,0.14 0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.24 -0.25 -0.27 -0.28 -0.28 -0.28 0.27 1.3 2.6 4.1 5.8 7.6 9.3 11 13 14 15 16 17 18 18 19 19 19 19 19 18 18 18 17 17 16 16 15 14 14 
501,1,0,1,0.14,9.3,0,0,2,1.1,1,1074,0,978,97,0,1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 0 0 ,0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 60 60 ,0.08 0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.24 -0.25 -0.27 -0.27 -0.28 -0.28 0.34 1.5 3 4.7 6.7 8.7 11 13 15 16 18 19 20 21 22 22 22 23 23 22 22 22 21 21 20 19 19 18 17 17 16 
502,1,0,0,0.08,9.4,0,0,3,0.9,1,959,0,895,65,0,1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 0 0 1 ,0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 60 60 60 ,0.021 -0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.24 -0.25 -0.26 -0.27 -0.28 0.49 1.9 3.8 6 8.4 11 14 16 19 21 23 25 27 28 29 30 30 31 31 31 30 30 29 28 28 27 26 25 24 23 22 21 20 
503,1,0,0,0.021,9.4,0,0,3,0.86,1,796,0,753,43,0,1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 0 0 1 1 ,-0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 60 60 60 60 ,-0.032 -0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.58 2.1 4.2 6.7 9.4 12 15 18 21 24 26 28 30 32 33 34 35 35 35 35 35 35 34 33 32 31 30 29 28 27 25 24 23 22 
504,0,0,0,-0.032,9.4,0,0,3,0.71,1,646,0,625,21,0,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.3 0 1 0.1 0 0 1 1 1 ,-0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 2.9 5.7 9.1 13 17 21 25 29 33 36 40 43 45 47 49 51 52 53 54 55 55 56 57 57 58 58 59 59 59 60 60 60 60 60 ,-0.079 -0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.67 2.4 4.7 7.4 10 14 17 20 23 26 29 32 34 36 38 39 40 40 41 40 40 40 39 38 37 36 35 33 32 31 29 28 27 25 24 
505,1,0,0,-0.079,9.2,0,0,3,0.94,1,615,4,580,28,4,1 1 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 ,-0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 ,-0.12 -0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.67 2.4 4.7 7.4 10 14 17 20 23 26 29 32 34 36 38 39 40 40 41 40 40 40 39 38 37 36 35 33 32 31 29 28 27 25 24 22 
506,1,0,0,-0.12,9.2,0,0,3,0.62,1,449,0,438,12,0,1 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 ,-0.16 -0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.28 0.76 2.6 5.2 8.2 12 15 19 22 26 29 33 36 38 40 42 44 45 46 46 46 46 45 45 44 42 41 40 38 37 35 34 32 31 29 27 26 24 
507,0.1,0,0,-0.16,9.2,0,0,3,1.3,1,330,0,325,5,0,0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 ,-0.19 -0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.86 2.9 5.7 9 13 17 21 25 29 33 36 39 42 45 47 49 50 51 52 52 52 51 51 50 48 47 45 44 42 40 38 37 35 33 31 29 28 26 
508,0,0,0,-0.19,9.1,0,0,3,0.42,1,294,0,293,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 ,-0.21 -0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 
509,0,0,0,-0.21,8.9,0,0,3,0.27,1,274,0,273,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 ,-0.23 -0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 
510,0,0,0,-0.23,8.7,0,0,3,0.24,1,249,0,247,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 ,-0.25 -0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 
511,0,0,0,-0.25,8.5,0,0,3,0.3,1,225,0,220,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 ,-0.26 -0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 
512,0,0,0,-0.26,8.4,0,0,3,0.34,1,218,0,213,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 ,-0.27 -0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 
513,0,0,0,-0.27,8.2,0,0,3,0.21,1,229,0,220,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,-0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 ,-0.27 0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 
514,0,0,0,-0.27,8,-1,1e+02,4,0.31,1,210,0,202,9,0,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 ,0.87 3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 
515,0,0,0,0.87,7.9,-1,1e+02,4,0.18,1,194,0,185,10,0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 ,3 5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 
516,0,0,0,3,7.7,-1,1e+02,4,0.19,1,192,0,175,18,0,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 53 ,5.8 9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 13 
517,0,0,0,5.8,7.6,-1,1e+02,4,0.24,1,180,0,163,18,0,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,9.1 13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 53 50 ,9.1 13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 13 12 
518,0,0,0,9.1,7.4,-1,1e+02,4,0.2,1,173,0,156,18,0,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,13 17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 53 50 48 ,13 17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 13 12 11 
519,0,0,0,13,7.3,-1,1e+02,4,0.15,1,165,0,142,24,0,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,17 21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 53 50 48 45 ,17 21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 13 12 11 10 
520,0,0,0,17,7.1,-1,1e+02,4,0.21,1,164,0,131,34,0,0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0.1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,21 25 29 33 37 40 43 45 48 50 51 53 54 56 57 58 58 59 60 60 60 60 60 60 59 59 59 59 58 58 58 59 59 59 60 60 59 58 57 55 53 50 48 45 42 ,21 25 29 33 37 40 43 45 48 49 51 52 52 53 52 52 51 50 49 48 46 44 43 41 39 37 35 33 32 30 28 26 25 23 21 20 18 17 16 15 13 12 11 10 9.4 
